"","nct_id","x"
"12293","NCT00209339","Device"
"12294","NCT00209352","Drug"
"12295","NCT00209365","Procedure"
"12296","NCT00209378","Other"
"12297","NCT00209391","Drug"
"12298","NCT00209404","Drug"
"12299","NCT00209417","Drug"
"12300","NCT00209430","Drug"
"12301","NCT00209443","Drug"
"12302","NCT00209456","Drug"
"12303","NCT00209495","Drug"
"12304","NCT00209508","Drug"
"12305","NCT00209521","Drug"
"12306","NCT00209534","Drug"
"12307","NCT00209547","Drug"
"12308","NCT00209560","Drug"
"12309","NCT00209573","Drug"
"12310","NCT00209586","Drug"
"12311","NCT00209599","Drug"
"12312","NCT00209625","Drug"
"12313","NCT00209638","Drug"
"12314","NCT00209690","Drug"
"12315","NCT00209703","Drug"
"12316","NCT00209716","Drug"
"12317","NCT00209755","Procedure"
"12318","NCT00209768","Device"
"12319","NCT00209846","Drug"
"12320","NCT00209859","Drug"
"12321","NCT00209898","Procedure"
"12322","NCT00209911","Procedure"
"12323","NCT00209924","Drug"
"12324","NCT00209937","Drug"
"12325","NCT00209950","Drug"
"12326","NCT00209963","Drug"
"12327","NCT00209989","Drug"
"12328","NCT00210002","Drug"
"12329","NCT00210015","Drug"
"12330","NCT00210028","Drug"
"12331","NCT00210041","Drug"
"12332","NCT00210054","Drug"
"12333","NCT00210067","Drug"
"12334","NCT00210080","Drug"
"12335","NCT00210093","Drug"
"12336","NCT00210106","Device"
"12337","NCT00210119","Drug"
"12338","NCT00210132","Drug"
"12339","NCT00210145","Behavioral"
"12340","NCT00210158","Procedure"
"12341","NCT00210171","Procedure"
"12342","NCT00210184","Drug"
"12343","NCT00210197","Procedure"
"12344","NCT00210210","Drug"
"12345","NCT00210223","Procedure"
"12346","NCT00210236","Procedure"
"12347","NCT00210288","Biological"
"12348","NCT00210314","Drug"
"12349","NCT00210327","Drug"
"12350","NCT00210366","Drug"
"12351","NCT00210379","Drug"
"12352","NCT00210392","Drug"
"12353","NCT00210405","Dietary Supplement"
"12354","NCT00210418","Dietary Supplement"
"12355","NCT00210444","Drug"
"12356","NCT00210457","Drug"
"12357","NCT00210470","Biological"
"12358","NCT00210483","Drug"
"12359","NCT00210496","Drug"
"12360","NCT00210509","Drug"
"12361","NCT00210522","Drug"
"12362","NCT00210535","Drug"
"12363","NCT00210548","Drug"
"12364","NCT00210561","Drug"
"12365","NCT00210574","Drug"
"12366","NCT00210587","Drug"
"12367","NCT00210600","Drug"
"12368","NCT00210613","Drug"
"12369","NCT00210626","Drug"
"12370","NCT00210639","Drug"
"12371","NCT00210652","Drug"
"12372","NCT00210678","Behavioral"
"12373","NCT00210691","Drug"
"12374","NCT00210704","Drug"
"12375","NCT00210717","Drug"
"12376","NCT00210730","Drug"
"12377","NCT00210743","Drug"
"12378","NCT00210756","Drug"
"12379","NCT00210769","Drug"
"12380","NCT00210782","Drug"
"12381","NCT00210795","Drug"
"12382","NCT00210808","Drug"
"12383","NCT00210821","Drug"
"12384","NCT00210834","Drug"
"12385","NCT00210847","Drug"
"12386","NCT00210860","Drug"
"12387","NCT00210873","Drug"
"12388","NCT00210886","Drug"
"12389","NCT00210899","Drug"
"12390","NCT00210912","Drug"
"12391","NCT00210925","Drug"
"12392","NCT00210938","Drug"
"12393","NCT00210951","Other"
"12394","NCT00210964","Drug"
"12395","NCT00210990","Drug"
"12396","NCT00211003","Drug"
"12397","NCT00211016","Drug"
"12398","NCT00211042","Other"
"12399","NCT00211068","Drug"
"12400","NCT00211081","Drug"
"12401","NCT00211107","Drug"
"12402","NCT00211120","Drug"
"12403","NCT00211133","Drug"
"12404","NCT00211146","Drug"
"12405","NCT00211159","Drug"
"12406","NCT00211172","Behavioral"
"12407","NCT00211198","Drug"
"12408","NCT00211211","Device"
"12409","NCT00211224","Drug"
"12410","NCT00211237","Device"
"12411","NCT00211250","Drug"
"12412","NCT00211263","Behavioral"
"12413","NCT00211276","Drug"
"12414","NCT00211302","Drug"
"12415","NCT00211315","Drug"
"12416","NCT00211328","Drug"
"12417","NCT00211341","Dietary Supplement"
"12418","NCT00211367","Drug"
"12419","NCT00211380","Drug"
"12420","NCT00211393","Drug"
"12421","NCT00211432","Drug"
"12422","NCT00211445","Procedure"
"12423","NCT00211471","Drug"
"12424","NCT00211484","Drug"
"12425","NCT00211497","Drug"
"12426","NCT00211510","Device"
"12427","NCT00211523","Drug"
"12428","NCT00211536","Drug"
"12429","NCT00211549","Drug"
"12430","NCT00211562","Drug"
"12431","NCT00211575","Behavioral"
"12432","NCT00211601","Behavioral"
"12433","NCT00211614","Drug"
"12434","NCT00211653","Drug"
"12435","NCT00211666","Behavioral"
"12436","NCT00211692","Drug"
"12437","NCT00211705","Behavioral"
"12438","NCT00211731","Behavioral"
"12439","NCT00211757","Drug"
"12440","NCT00211770","Behavioral"
"12441","NCT00211783","Procedure"
"12442","NCT00211809","Behavioral"
"12443","NCT00211822","Procedure"
"12444","NCT00211835","Behavioral"
"12445","NCT00211848","Drug"
"12446","NCT00211874","Behavioral"
"12447","NCT00211887","Drug"
"12448","NCT00211900","Biological"
"12449","NCT00211913","Biological"
"12450","NCT00211926","Biological"
"12451","NCT00211939","Drug"
"12452","NCT00211965","Biological"
"12453","NCT00211978","Drug"
"12454","NCT00211991","Biological"
"12455","NCT00212030","Drug"
"12456","NCT00212043","Drug"
"12457","NCT00212056","Drug"
"12458","NCT00212069","Drug"
"12459","NCT00212082","Drug"
"12460","NCT00212095","Drug"
"12461","NCT00212108","Drug"
"12462","NCT00212134","Device"
"12463","NCT00212147","Drug"
"12464","NCT00212160","Procedure"
"12465","NCT00212186","Drug"
"12466","NCT00212199","Drug"
"12467","NCT00212212","Dietary Supplement"
"12468","NCT00212238","Behavioral"
"12469","NCT00212251","Behavioral"
"12470","NCT00212264","Behavioral"
"12471","NCT00212290","Drug"
"12472","NCT00212303","Behavioral"
"12473","NCT00212316","Drug"
"12474","NCT00212329","Procedure"
"12475","NCT00212342","Drug"
"12476","NCT00212355","Drug"
"12477","NCT00212381","Drug"
"12478","NCT00212433","Drug"
"12479","NCT00212446","Device"
"12480","NCT00212459","Behavioral"
"12481","NCT00212472","Drug"
"12482","NCT00212485","Procedure"
"12483","NCT00212550","Procedure"
"12484","NCT00212589","Drug"
"12485","NCT00212602","Drug"
"12486","NCT00212628","Drug"
"12487","NCT00212641","Drug"
"12488","NCT00212654","Drug"
"12489","NCT00212667","Drug"
"12490","NCT00212680","Drug"
"12491","NCT00212693","Drug"
"12492","NCT00212706","Drug"
"12493","NCT00212719","Drug"
"12494","NCT00212732","Drug"
"12495","NCT00212758","Drug"
"12496","NCT00212771","Drug"
"12497","NCT00212784","Drug"
"12498","NCT00212797","Drug"
"12499","NCT00212810","Drug"
"12500","NCT00212823","Drug"
"12501","NCT00212836","Drug"
"12502","NCT00212862","Other"
"12503","NCT00212875","Drug"
"12504","NCT00212888","Biological"
"12505","NCT00212901","Drug"
"12506","NCT00212914","Behavioral"
"12507","NCT00212940","Behavioral"
"12508","NCT00212953","Procedure"
"12509","NCT00212979","Other"
"12510","NCT00212992","Procedure"
"12511","NCT00213005","Drug"
"12512","NCT00213018","Drug"
"12513","NCT00213031","Drug"
"12514","NCT00213044","Drug"
"12515","NCT00213057","Drug"
"12516","NCT00213083","Drug"
"12517","NCT00213096","Drug"
"12518","NCT00213135","Drug"
"12519","NCT00213148","Drug"
"12520","NCT00213161","Drug"
"12521","NCT00213187","Behavioral"
"12522","NCT00213200","Drug"
"12523","NCT00213226","Drug"
"12524","NCT00213239","Drug"
"12525","NCT00213252","Drug"
"12526","NCT00213278","Drug"
"12527","NCT00213291","Drug"
"12528","NCT00213317","Procedure"
"12529","NCT00213408","Procedure"
"12530","NCT00213421","Drug"
"12531","NCT00213486","Drug"
"12532","NCT00213499","Procedure"
"12533","NCT00213512","Drug"
"12534","NCT00213525","Other"
"12535","NCT00213538","Drug"
"12536","NCT00213551","Drug"
"12537","NCT00213564","Drug"
"12538","NCT00213577","Drug"
"12539","NCT00213590","Drug"
"12540","NCT00213616","Procedure"
"12541","NCT00213629","Other"
"12542","NCT00213655","Biological"
"12543","NCT00213694","Drug"
"12544","NCT00213759","Drug"
"12545","NCT00213798","Procedure"
"12546","NCT00213811","Behavioral"
"12547","NCT00213837","Device"
"12548","NCT00213850","Procedure"
"12549","NCT00213889","Other"
"12550","NCT00213915","Drug"
"12551","NCT00213928","Drug"
"12552","NCT00213967","Device"
"12553","NCT00213980","Drug"
"12554","NCT00213993","Drug"
"12555","NCT00214019","Drug"
"12556","NCT00214032","Drug"
"12557","NCT00214045","Device"
"12558","NCT00214058","Drug"
"12559","NCT00214071","Biological"
"12560","NCT00214110","Drug"
"12561","NCT00214123","Radiation"
"12562","NCT00214136","Radiation"
"12563","NCT00214149","Radiation"
"12564","NCT00214162","Behavioral"
"12565","NCT00214201","Drug"
"12566","NCT00214240","Drug"
"12567","NCT00214253","Drug"
"12568","NCT00214266","Drug"
"12569","NCT00214279","Drug"
"12570","NCT00214292","Procedure"
"12571","NCT00214318","Drug"
"12572","NCT00214331","Drug"
"12573","NCT00214344","Behavioral"
"12574","NCT00214357","Behavioral"
"12575","NCT00214370","Drug"
"12576","NCT00214383","Behavioral"
"12577","NCT00214422","Radiation"
"12578","NCT00214461","Biological"
"12579","NCT00214474","Behavioral"
"12580","NCT00214487","Device"
"12581","NCT00214500","Drug"
"12582","NCT00214513","Behavioral"
"12583","NCT00214526","Procedure"
"12584","NCT00214539","Procedure"
"12585","NCT00214552","Drug"
"12586","NCT00214565","Drug"
"12587","NCT00214578","Drug"
"12588","NCT00214591","Drug"
"12589","NCT00214604","Drug"
"12590","NCT00214617","Drug"
"12591","NCT00214630","Drug"
"12592","NCT00214643","Drug"
"12593","NCT00214669","Behavioral"
"12594","NCT00214682","Drug"
"12595","NCT00214695","Drug"
"12596","NCT00214721","Drug"
"12597","NCT00214734","Drug"
"12598","NCT00214760","Device"
"12599","NCT00214786","Biological"
"12600","NCT00214825","Drug"
"12601","NCT00214851","Drug"
"12602","NCT00214864","Drug"
"12603","NCT00214877","Drug"
"12604","NCT00214890","Drug"
"12605","NCT00214955","Drug"
"12606","NCT00214968","Drug"
"12607","NCT00215046","Drug"
"12608","NCT00215111","Behavioral"
"12609","NCT00215137","Drug"
"12610","NCT00215150","Drug"
"12611","NCT00215163","Drug"
"12612","NCT00215176","Drug"
"12613","NCT00215189","Behavioral"
"12614","NCT00215202","Drug"
"12615","NCT00215215","Device"
"12616","NCT00215228","Drug"
"12617","NCT00215241","Drug"
"12618","NCT00215254","Drug"
"12619","NCT00215267","Drug"
"12620","NCT00215280","Drug"
"12621","NCT00215293","Device"
"12622","NCT00215306","Device"
"12623","NCT00215319","Device"
"12624","NCT00215332","Device"
"12625","NCT00215358","Drug"
"12626","NCT00215371","Drug"
"12627","NCT00215436","Drug"
"12628","NCT00215462","Drug"
"12629","NCT00215514","Drug"
"12630","NCT00215527","Drug"
"12631","NCT00215540","Drug"
"12632","NCT00215553","Drug"
"12633","NCT00215566","Drug"
"12634","NCT00215579","Drug"
"12635","NCT00215592","Drug"
"12636","NCT00215605","Drug"
"12637","NCT00215618","Device"
"12638","NCT00215631","Drug"
"12639","NCT00215644","Drug"
"12640","NCT00215657","Drug"
"12641","NCT00215670","Drug"
"12642","NCT00215683","Drug"
"12643","NCT00215696","Genetic"
"12644","NCT00215709","Drug"
"12645","NCT00215748","Drug"
"12646","NCT00215774","Drug"
"12647","NCT00215787","Drug"
"12648","NCT00215800","Drug"
"12649","NCT00215826","Drug"
"12650","NCT00215852","Drug"
"12651","NCT00215878","Drug"
"12652","NCT00215904","Drug"
"12653","NCT00215930","Drug"
"12654","NCT00215943","Drug"
"12655","NCT00215956","Drug"
"12656","NCT00215982","Drug"
"12657","NCT00215995","Drug"
"12658","NCT00216008","Drug"
"12659","NCT00216021","Drug"
"12660","NCT00216034","Drug"
"12661","NCT00216047","Drug"
"12662","NCT00216060","Drug"
"12663","NCT00216073","Drug"
"12664","NCT00216086","Drug"
"12665","NCT00216099","Drug"
"12666","NCT00216112","Drug"
"12667","NCT00216125","Drug"
"12668","NCT00216138","Drug"
"12669","NCT00216151","Drug"
"12670","NCT00216164","Drug"
"12671","NCT00216190","Drug"
"12672","NCT00216203","Drug"
"12673","NCT00216216","Drug"
"12674","NCT00216255","Drug"
"12675","NCT00216281","Drug"
"12676","NCT00216294","Drug"
"12677","NCT00216320","Device"
"12678","NCT00216346","Drug"
"12679","NCT00216372","Drug"
"12680","NCT00216398","Drug"
"12681","NCT00216411","Drug"
"12682","NCT00216424","Drug"
"12683","NCT00216437","Drug"
"12684","NCT00216450","Drug"
"12685","NCT00216463","Drug"
"12686","NCT00216476","Drug"
"12687","NCT00216489","Drug"
"12688","NCT00216502","Drug"
"12689","NCT00216515","Drug"
"12690","NCT00216528","Drug"
"12691","NCT00216541","Drug"
"12692","NCT00216554","Drug"
"12693","NCT00216567","Drug"
"12694","NCT00216580","Drug"
"12695","NCT00216593","Drug"
"12696","NCT00216606","Drug"
"12697","NCT00216619","Drug"
"12698","NCT00216632","Drug"
"12699","NCT00216645","Drug"
"12700","NCT00216658","Drug"
"12701","NCT00216671","Drug"
"12702","NCT00216684","Drug"
"12703","NCT00216697","Drug"
"12704","NCT00216710","Behavioral"
"12705","NCT00216723","Drug"
"12706","NCT00216736","Drug"
"12707","NCT00216762","Drug"
"12708","NCT00216775","Drug"
"12709","NCT00216827","Drug"
"12710","NCT00216840","Drug"
"12711","NCT00216866","Drug"
"12712","NCT00216879","Drug"
"12713","NCT00216892","Drug"
"12714","NCT00216918","Drug"
"12715","NCT00216944","Procedure"
"12716","NCT00216957","Procedure"
"12717","NCT00217009","Procedure"
"12718","NCT00217022","Other"
"12719","NCT00217048","Drug"
"12720","NCT00217061","Device"
"12721","NCT00217074","Other"
"12722","NCT00217087","Procedure"
"12723","NCT00217100","Dietary Supplement"
"12724","NCT00217113","Behavioral"
"12725","NCT00217139","Drug"
"12726","NCT00217152","Drug"
"12727","NCT00217165","Drug"
"12728","NCT00217191","Drug"
"12729","NCT00217204","Drug"
"12730","NCT00217217","Device"
"12731","NCT00217230","Biological"
"12732","NCT00217243","Other"
"12733","NCT00217256","Device"
"12734","NCT00217269","Device"
"12735","NCT00217282","Drug"
"12736","NCT00217334","Behavioral"
"12737","NCT00217347","Device"
"12738","NCT00217373","Biological"
"12739","NCT00217386","Biological"
"12740","NCT00217399","Drug"
"12741","NCT00217412","Drug"
"12742","NCT00217425","Biological"
"12743","NCT00217438","Drug"
"12744","NCT00217451","Drug"
"12745","NCT00217464","Drug"
"12746","NCT00217477","Drug"
"12747","NCT00217490","Behavioral"
"12748","NCT00217503","Biological"
"12749","NCT00217516","Drug"
"12750","NCT00217542","Biological"
"12751","NCT00217581","Drug"
"12752","NCT00217594","Drug"
"12753","NCT00217607","Drug"
"12754","NCT00217620","Drug"
"12755","NCT00217633","Procedure"
"12756","NCT00217646","Drug"
"12757","NCT00217672","Biological"
"12758","NCT00217698","Drug"
"12759","NCT00217711","Drug"
"12760","NCT00217724","Dietary Supplement"
"12761","NCT00217776","Behavioral"
"12762","NCT00217789","Procedure"
"12763","NCT00217815","Drug"
"12764","NCT00217841","Drug"
"12765","NCT00217854","Procedure"
"12766","NCT00217867","Behavioral"
"12767","NCT00217880","Procedure"
"12768","NCT00217893","Behavioral"
"12769","NCT00217919","Behavioral"
"12770","NCT00217932","Drug"
"12771","NCT00217971","Drug"
"12772","NCT00217984","Other"
"12773","NCT00218023","Drug"
"12774","NCT00218049","Drug"
"12775","NCT00218062","Drug"
"12776","NCT00218075","Drug"
"12777","NCT00218101","Drug"
"12778","NCT00218114","Drug"
"12779","NCT00218127","Drug"
"12780","NCT00218153","Drug"
"12781","NCT00218166","Drug"
"12782","NCT00218179","Other"
"12783","NCT00218192","Behavioral"
"12784","NCT00218218","Drug"
"12785","NCT00218231","Drug"
"12786","NCT00218244","Other"
"12787","NCT00218257","Drug"
"12788","NCT00218270","Drug"
"12789","NCT00218283","Drug"
"12790","NCT00218296","Drug"
"12791","NCT00218309","Drug"
"12792","NCT00218322","Drug"
"12793","NCT00218335","Behavioral"
"12794","NCT00218348","Drug"
"12795","NCT00218361","Drug"
"12796","NCT00218374","Drug"
"12797","NCT00218387","Drug"
"12798","NCT00218413","Biological"
"12799","NCT00218439","Drug"
"12800","NCT00218452","Behavioral"
"12801","NCT00218465","Drug"
"12802","NCT00218478","Behavioral"
"12803","NCT00218491","Drug"
"12804","NCT00218504","Drug"
"12805","NCT00218517","Drug"
"12806","NCT00218530","Drug"
"12807","NCT00218543","Drug"
"12808","NCT00218556","Behavioral"
"12809","NCT00218569","Drug"
"12810","NCT00218582","Behavioral"
"12811","NCT00218595","Behavioral"
"12812","NCT00218608","Drug"
"12813","NCT00218621","Procedure"
"12814","NCT00218634","Behavioral"
"12815","NCT00218660","Drug"
"12816","NCT00218673","Behavioral"
"12817","NCT00218699","Behavioral"
"12818","NCT00218712","Behavioral"
"12819","NCT00218725","Behavioral"
"12820","NCT00218751","Behavioral"
"12821","NCT00218777","Behavioral"
"12822","NCT00218790","Procedure"
"12823","NCT00218803","Behavioral"
"12824","NCT00218816","Behavioral"
"12825","NCT00218842","Behavioral"
"12826","NCT00218855","Drug"
"12827","NCT00218868","Procedure"
"12828","NCT00218881","Procedure"
"12829","NCT00218894","Procedure"
"12830","NCT00218907","Procedure"
"12831","NCT00218920","Behavioral"
"12832","NCT00218933","Behavioral"
"12833","NCT00218946","Drug"
"12834","NCT00218959","Behavioral"
"12835","NCT00218972","Behavioral"
"12836","NCT00218985","Behavioral"
"12837","NCT00218998","Behavioral"
"12838","NCT00219011","Drug"
"12839","NCT00219024","Drug"
"12840","NCT00219037","Drug"
"12841","NCT00219050","Drug"
"12842","NCT00219063","Drug"
"12843","NCT00219076","Drug"
"12844","NCT00219089","Drug"
"12845","NCT00219102","Drug"
"12846","NCT00219115","Drug"
"12847","NCT00219128","Drug"
"12848","NCT00219141","Drug"
"12849","NCT00219154","Drug"
"12850","NCT00219167","Drug"
"12851","NCT00219180","Drug"
"12852","NCT00219193","Drug"
"12853","NCT00219232","Drug"
"12854","NCT00219245","Drug"
"12855","NCT00219258","Drug"
"12856","NCT00219271","Drug"
"12857","NCT00219284","Drug"
"12858","NCT00219297","Drug"
"12859","NCT00219323","Drug"
"12860","NCT00219336","Behavioral"
"12861","NCT00219349","Behavioral"
"12862","NCT00219362","Biological"
"12863","NCT00219375","Drug"
"12864","NCT00219388","Drug"
"12865","NCT00219401","Biological"
"12866","NCT00219414","Device"
"12867","NCT00219440","Other"
"12868","NCT00219453","Device"
"12869","NCT00219466","Other"
"12870","NCT00219479","Drug"
"12871","NCT00219505","Procedure"
"12872","NCT00219518","Procedure"
"12873","NCT00219531","Behavioral"
"12874","NCT00219544","Drug"
"12875","NCT00219557","Drug"
"12876","NCT00219570","Drug"
"12877","NCT00219583","Drug"
"12878","NCT00219596","Drug"
"12879","NCT00219609","Drug"
"12880","NCT00219622","Drug"
"12881","NCT00219635","Drug"
"12882","NCT00219661","Procedure"
"12883","NCT00219674","Behavioral"
"12884","NCT00219687","Other"
"12885","NCT00219700","Drug"
"12886","NCT00219713","Drug"
"12887","NCT00219726","Drug"
"12888","NCT00219739","Drug"
"12889","NCT00219752","Drug"
"12890","NCT00219765","Drug"
"12891","NCT00219778","Drug"
"12892","NCT00219817","Drug"
"12893","NCT00219830","Behavioral"
"12894","NCT00219843","Drug"
"12895","NCT00219856","Drug"
"12896","NCT00219882","Drug"
"12897","NCT00219895","Drug"
"12898","NCT00219908","Drug"
"12899","NCT00219921","Drug"
"12900","NCT00219934","Drug"
"12901","NCT00219960","Drug"
"12902","NCT00219973","Drug"
"12903","NCT00219986","Drug"
"12904","NCT00220012","Procedure"
"12905","NCT00220025","Device"
"12906","NCT00220038","Behavioral"
"12907","NCT00220051","Drug"
"12908","NCT00220064","Drug"
"12909","NCT00220103","Drug"
"12910","NCT00220116","Drug"
"12911","NCT00220129","Drug"
"12912","NCT00220155","Drug"
"12913","NCT00220168","Drug"
"12914","NCT00220194","Drug"
"12915","NCT00220207","Behavioral"
"12916","NCT00220220","Drug"
"12917","NCT00220233","Drug"
"12918","NCT00220259","Drug"
"12919","NCT00220272","Drug"
"12920","NCT00220285","Drug"
"12921","NCT00220298","Drug"
"12922","NCT00220311","Drug"
"12923","NCT00220324","Drug"
"12924","NCT00220337","Drug"
"12925","NCT00220441","Behavioral"
"12926","NCT00220454","Drug"
"12927","NCT00220467","Behavioral"
"12928","NCT00220519","Drug"
"12929","NCT00220532","Drug"
"12930","NCT00220545","Procedure"
"12931","NCT00220571","Device"
"12932","NCT00220584","Drug"
"12933","NCT00220597","Behavioral"
"12934","NCT00220636","Drug"
"12935","NCT00220649","Drug"
"12936","NCT00220675","Drug"
"12937","NCT00220688","Device"
"12938","NCT00220701","Drug"
"12939","NCT00220727","Drug"
"12940","NCT00220740","Drug"
"12941","NCT00220753","Device"
"12942","NCT00220766","Drug"
"12943","NCT00220779","Drug"
"12944","NCT00220792","Behavioral"
"12945","NCT00220805","Drug"
"12946","NCT00220818","Drug"
"12947","NCT00220831","Drug"
"12948","NCT00220857","Drug"
"12949","NCT00220896","Drug"
"12950","NCT00220909","Drug"
"12951","NCT00220922","Procedure"
"12952","NCT00220935","Device"
"12953","NCT00220961","Drug"
"12954","NCT00220974","Behavioral"
"12955","NCT00220987","Other"
"12956","NCT00221000","Drug"
"12957","NCT00221013","Procedure"
"12958","NCT00221026","Drug"
"12959","NCT00221039","Drug"
"12960","NCT00221052","Drug"
"12961","NCT00221065","Device"
"12962","NCT00221078","Device"
"12963","NCT00221091","Procedure"
"12964","NCT00221104","Drug"
"12965","NCT00221117","Device"
"12966","NCT00221130","Procedure"
"12967","NCT00221143","Genetic"
"12968","NCT00221156","Drug"
"12969","NCT00221169","Procedure"
"12970","NCT00221182","Genetic"
"12971","NCT00221195","Drug"
"12972","NCT00221208","Behavioral"
"12973","NCT00221221","Device"
"12974","NCT00221234","Behavioral"
"12975","NCT00221247","Procedure"
"12976","NCT00221260","Procedure"
"12977","NCT00221273","Procedure"
"12978","NCT00221286","Drug"
"12979","NCT00221299","Drug"
"12980","NCT00221312","Drug"
"12981","NCT00221325","Drug"
"12982","NCT00221338","Drug"
"12983","NCT00221351","Procedure"
"12984","NCT00221364","Drug"
"12985","NCT00221377","Device"
"12986","NCT00221390","Drug"
"12987","NCT00221403","Drug"
"12988","NCT00221416","Drug"
"12989","NCT00221442","Drug"
"12990","NCT00221455","Behavioral"
"12991","NCT00221468","Drug"
"12992","NCT00221546","Drug"
"12993","NCT00221559","Procedure"
"12994","NCT00221611","Drug"
"12995","NCT00221624","Drug"
"12996","NCT00221637","Drug"
"12997","NCT00221650","Drug"
"12998","NCT00221663","Device"
"12999","NCT00221676","Biological"
"13000","NCT00221689","Drug"
"13001","NCT00221702","Drug"
"13002","NCT00221715","Device"
"13003","NCT00221728","Device"
"13004","NCT00221741","Drug"
"13005","NCT00221754","Drug"
"13006","NCT00221767","Device"
"13007","NCT00221793","Procedure"
"13008","NCT00221845","Drug"
"13009","NCT00221936","Behavioral"
"13010","NCT00221962","Drug"
"13011","NCT00221975","Drug"
"13012","NCT00222014","Procedure"
"13013","NCT00222027","Procedure"
"13014","NCT00222040","Radiation"
"13015","NCT00222053","Drug"
"13016","NCT00222066","Procedure"
"13017","NCT00222079","Drug"
"13018","NCT00222105","Drug"
"13019","NCT00222118","Behavioral"
"13020","NCT00222131","Drug"
"13021","NCT00222144","Drug"
"13022","NCT00222170","Drug"
"13023","NCT00222196","Procedure"
"13024","NCT00222222","Procedure"
"13025","NCT00222235","Drug"
"13026","NCT00222261","Drug"
"13027","NCT00222274","Behavioral"
"13028","NCT00222300","Behavioral"
"13029","NCT00222326","Behavioral"
"13030","NCT00222339","Behavioral"
"13031","NCT00222365","Drug"
"13032","NCT00222430","Procedure"
"13033","NCT00222443","Drug"
"13034","NCT00222456","Behavioral"
"13035","NCT00222469","Drug"
"13036","NCT00222482","Drug"
"13037","NCT00222495","Drug"
"13038","NCT00222521","Drug"
"13039","NCT00222534","Drug"
"13040","NCT00222547","Drug"
"13041","NCT00222560","Behavioral"
"13042","NCT00222573","Drug"
"13043","NCT00222638","Drug"
"13044","NCT00222651","Drug"
"13045","NCT00222664","Biological"
"13046","NCT00222703","Behavioral"
"13047","NCT00222716","Behavioral"
"13048","NCT00222729","Drug"
"13049","NCT00222742","Procedure"
"13050","NCT00222755","Behavioral"
"13051","NCT00222794","Drug"
"13052","NCT00222820","Drug"
"13053","NCT00222833","Drug"
"13054","NCT00222846","Behavioral"
"13055","NCT00222872","Drug"
"13056","NCT00222898","Procedure"
"13057","NCT00222911","Device"
"13058","NCT00222924","Behavioral"
"13059","NCT00222937","Behavioral"
"13060","NCT00222976","Drug"
"13061","NCT00223002","Drug"
"13062","NCT00223015","Drug"
"13063","NCT00223028","Drug"
"13064","NCT00223041","Drug"
"13065","NCT00223054","Drug"
"13066","NCT00223080","Biological"
"13067","NCT00223106","Device"
"13068","NCT00223158","Drug"
"13069","NCT00223197","Drug"
"13070","NCT00223210","Drug"
"13071","NCT00223223","Drug"
"13072","NCT00223236","Drug"
"13073","NCT00223249","Drug"
"13074","NCT00223275","Drug"
"13075","NCT00223288","Drug"
"13076","NCT00223301","Drug"
"13077","NCT00223314","Behavioral"
"13078","NCT00223340","Behavioral"
"13079","NCT00223353","Other"
"13080","NCT00223379","Procedure"
"13081","NCT00223405","Device"
"13082","NCT00223418","Drug"
"13083","NCT00223431","Device"
"13084","NCT00223457","Behavioral"
"13085","NCT00223496","Drug"
"13086","NCT00223509","Drug"
"13087","NCT00223522","Device"
"13088","NCT00223535","Behavioral"
"13089","NCT00223548","Drug"
"13090","NCT00223561","Drug"
"13091","NCT00223574","Drug"
"13092","NCT00223587","Other"
"13093","NCT00223626","Drug"
"13094","NCT00223639","Drug"
"13095","NCT00223652","Behavioral"
"13096","NCT00223678","Drug"
"13097","NCT00223691","Drug"
"13098","NCT00223704","Drug"
"13099","NCT00223717","Drug"
"13100","NCT00223730","Drug"
"13101","NCT00223743","Drug"
"13102","NCT00223756","Other"
"13103","NCT00223769","Drug"
"13104","NCT00223782","Behavioral"
"13105","NCT00223795","Device"
"13106","NCT00223808","Other"
"13107","NCT00223821","Drug"
"13108","NCT00223834","Behavioral"
"13109","NCT00223847","Behavioral"
"13110","NCT00223860","Drug"
"13111","NCT00223873","Procedure"
"13112","NCT00223899","Genetic"
"13113","NCT00223912","Device"
"13114","NCT00223925","Drug"
"13115","NCT00223951","Drug"
"13116","NCT00223964","Drug"
"13117","NCT00223977","Drug"
"13118","NCT00223990","Biological"
"13119","NCT00224003","Drug"
"13120","NCT00224016","Drug"
"13121","NCT00224029","Drug"
"13122","NCT00224042","Drug"
"13123","NCT00224055","Drug"
"13124","NCT00224068","Drug"
"13125","NCT00224081","Drug"
"13126","NCT00224094","Drug"
"13127","NCT00224107","Drug"
"13128","NCT00224120","Drug"
"13129","NCT00224133","Drug"
"13130","NCT00224146","Drug"
"13131","NCT00224159","Behavioral"
"13132","NCT00224185","Procedure"
"13133","NCT00224198","Procedure"
"13134","NCT00224211","Behavioral"
"13135","NCT00224250","Procedure"
"13136","NCT00224263","Drug"
"13137","NCT00224289","Drug"
"13138","NCT00224302","Drug"
"13139","NCT00224315","Drug"
"13140","NCT00224328","Device"
"13141","NCT00224367","Behavioral"
"13142","NCT00224380","Behavioral"
"13143","NCT00224406","Drug"
"13144","NCT00224419","Behavioral"
"13145","NCT00224432","Drug"
"13146","NCT00224445","Drug"
"13147","NCT00224458","Drug"
"13148","NCT00224471","Biological"
"13149","NCT00224484","Biological"
"13150","NCT00224497","Drug"
"13151","NCT00224510","Drug"
